A00_ID;REDE;SUBREDE;REDE FIDELIDADE;CNPJ_CPF
2365;REDE POUPE MAX;SUPER DIKA;-;27847157000103
;REDE POUPE MAX;SUPER EDILSON;-;69369791000128
;REDE POUPE MAX;SUPER EDILSON;-;31695887000103
2300;REDE POUPE MAX;SUPER GENTILANDIA;-;27892234000147
11308;REDE POUPE MAX;SUPER GENTILANDIA;-;5664154000100
11455;REDE POUPE MAX;SUPER GENTILANDIA;-;5664154000282
1450;REDE POUPE MAX;SUPERMERCADO MAR & SOL;-;17608115000166
2745;REDE POUPE MAX;-;-;10250965000196
4565;REDE POUPE MAX;-;-;17261237000129
4802;REDE POUPE MAX;-;-;13113924000146
5019;REDE POUPE MAX;-;-;23919308000130
11250;REDE POUPE MAX;-;-;12843456000100
11912;REDE POUPE MAX;SUPER GENTILANDIA;-;5664154000363
1529;REDE SEMPRE BEM;MERCANTIL VASCONCELOS;SEMPRE BEM;2252374000120
1541;REDE SEMPRE BEM;;SEMPRE BEM;7770378000113
1777;REDE SEMPRE BEM;BENCAO DE DEUS;SEMPRE BEM;5934667000185
815;REDE SEMPRE BEM;BENCAO DE DEUS;SEMPRE BEM;5934667000266
12136;REDE SEMPRE BEM;HIPER MENEZES;SEMPRE BEM;37205239000108
12137;REDE SEMPRE BEM;HIPER MENEZES;SEMPRE BEM;42829019000195
12135;REDE SEMPRE BEM;HIPER MENEZES;SEMPRE BEM;36355274000140
12144;REDE SEMPRE BEM;HIPER MENEZES;SEMPRE BEM;57419329000109
9374;REDE SEMPRE BEM;MERCANTIL DLS;SEMPRE BEM;15710708000294
4610;REDE SEMPRE BEM;MERCANTIL DLS;SEMPRE BEM;15710708000103
12145;REDE SEMPRE BEM;SUPER ECONOMICO;SEMPRE BEM;15069168000120
10983;REDE SEMPRE BEM;SUPER ECONOMICO;SEMPRE BEM;15069168000473
447;REDE SEMPRE BEM;;SEMPRE BEM;10172833000193
12122;REDE SEMPRE BEM;;SEMPRE BEM;30412117000143
12123;REDE SEMPRE BEM;;SEMPRE BEM;53807634000117
12120;REDE SEMPRE BEM;;SEMPRE BEM;8819762000126
1454;REDE SEMPRE BEM;;SEMPRE BEM;15024262000163
12143;REDE SEMPRE BEM;;SEMPRE BEM;16841111000160
1222;REDE SEMPRE BEM;;SEMPRE BEM;13385306000155
12132;REDE SEMPRE BEM;;SEMPRE BEM;23709439000193
12119;REDE SEMPRE BEM;;SEMPRE BEM;3122243000190
12121;REDE SEMPRE BEM;;SEMPRE BEM;54093439000135
12141;REDE SEMPRE BEM;FELIZARDO;SEMPRE BEM;52749639000178
4484;REDE SEMPRE BEM;FELIZARDO;SEMPRE BEM;11914134000134
4754;REDE SEMPRE BEM;;SEMPRE BEM;15639127000122
12146;REDE SEMPRE BEM;;SEMPRE BEM;14277935000124
12133;REDE SEMPRE BEM;;SEMPRE BEM;48452105000108
12142;REDE SEMPRE BEM;;SEMPRE BEM;32361328000200
12148;REDE SEMPRE BEM;;SEMPRE BEM;48667481000209
1121;REDE SEMPRE BEM;;SEMPRE BEM;2893372000110
12134;REDE SEMPRE BEM;;SEMPRE BEM;49075778000159
12126;REDE SEMPRE BEM;;SEMPRE BEM;52060326000108
12147;REDE SEMPRE BEM;;SEMPRE BEM;28779203000147
12140;REDE SEMPRE BEM;;SEMPRE BEM;32361328000120
12127;REDE SEMPRE BEM;;SEMPRE BEM;58033784000134
12139;REDE SEMPRE BEM;;SEMPRE BEM;46420508000140
12124;REDE SEMPRE BEM;;SEMPRE BEM;47138008000182
;REDE SEMPRE BEM;;SEMPRE BEM;3800551000128
12339;REDE SEMPRE BEM;;SEMPRE BEM;61894915000182
2734;REDE UNIFORCA;BARATAO;-;41566761000192
2990;REDE UNIFORCA;BARATAO;-;41566761000354
2726;REDE UNIFORCA;BARATAO;-;41566761000435
9326;REDE UNIFORCA;BARATAO;-;41566761000516
840;REDE UNIFORCA;CANTINHO DAS FRUTAS;-;1612726000148
830;REDE UNIFORCA;SUPER DA BARRA;-;7365942000112
3506;REDE UNIFORCA;CARNAUBA;-;16785684000114
3492;REDE UNIFORCA;CARNAUBA;-;5599698000127
4329;REDE UNIFORCA;CARNAUBA;-;10325989000167
4183;REDE UNIFORCA;CARNAUBA;-;10366394000150
4353;REDE UNIFORCA;CARNAUBA;-;16785684000203
3483;REDE UNIFORCA;CARNAUBA;-;16785684000386
4232;REDE UNIFORCA;CARNAUBA;-;16785684000467
;REDE UNIFORCA;CARNAUBA;-;16785684000548
11202;REDE UNIFORCA;CARNAUBA;-;16785684000629
;REDE UNIFORCA;DANTAS;-;8659532000147
;REDE UNIFORCA;DANTAS;-;8659532000309
923;REDE UNIFORCA;D MAIS;-;12375216000110
;REDE UNIFORCA;D MAIS;-;12375216000200
715;REDE UNIFORCA;EXITO;-;72120199000100
193;REDE UNIFORCA;EXITO;-;72120199000283
719;REDE UNIFORCA;EXITO;-;10962083000153
2279;REDE UNIFORCA;EXITO;-;72120199000364
317;REDE UNIFORCA;EXITO;-;10962083000234
2892;REDE UNIFORCA;FEIRAO DO LAR SUPERMERCADO;-;23544299000140
4189;REDE UNIFORCA;FEIRAO DO LAR SUPERMERCADO;-;23544299000493
9419;REDE UNIFORCA;FEIRAO DO LAR SUPERMERCADO;-;23544299000574
11577;REDE UNIFORCA;SUPERMERCADO GRANJEIRO;-;8105805000101
11576;REDE UNIFORCA;SUPERMERCADO GRANJEIRO;-;8105805000292
2458;REDE UNIFORCA;HIPERMARKET;-;12322354000131
2479;REDE UNIFORCA;HIPERMARKET;-;12322354000212
583;REDE UNIFORCA;HIPERMARKET;-;12322354000301
;REDE UNIFORCA;HIPERMARKET;-;12322354000484
;REDE UNIFORCA;HIPERMARKET;-;12322354000565
;REDE UNIFORCA;L CENTER;-;3631129000196
;REDE UNIFORCA;L CENTER;-;40187515000167
3696;REDE UNIFORCA;MELHOR OPÇÃO;-;4128650000178
;REDE UNIFORCA;SERRANO;-;18904443000172
;REDE UNIFORCA;SERRANO;-;18904443000253
11111;REDE UNIFORCA;SUPER MINIBOX;-;97529667000118
11109;REDE UNIFORCA;SUPER MINIBOX;-;9206703000307
11115;REDE UNIFORCA;SUPER MINIBOX;-;9206703000145
11112;REDE UNIFORCA;SUPER MINIBOX;-;97529667000207
11113;REDE UNIFORCA;SUPER MINIBOX;-;97529667000380
11114;REDE UNIFORCA;SUPER MINIBOX;-;97529667000460
11110;REDE UNIFORCA;SUPER MINIBOX;-;9206703000579
11213;REDE UNIFORCA;SUPER MINIBOX;-;9206703000498
2885;REDE UNIFORCA;NIDOBOX;-;8178375000158
619;REDE UNIFORCA;NIDOBOX;-;8178375000239
2852;REDE UNIFORCA;NIDOBOX;-;8178375000310
2142;REDE UNIFORCA;NIDOBOX;-;8178375000409
3122;REDE UNIFORCA;NIDOBOX;-;8178375000581
4744;REDE UNIFORCA;NIDOBOX;-;8178375000662
3527;REDE UNIFORCA;NIDOBOX;-;8178375000743
4900;REDE UNIFORCA;NIDOBOX;-;8178375000824
;REDE UNIFORCA;NIDOBOX;-;42693304000121
11747;REDE UNIFORCA;DATERRA (ITAPIPOCA);-;8178375001049
;REDE UNIFORCA;NOSSA CASA;-;22170485000102
1708;REDE UNIFORCA;-;-;3803861000104
;REDE UNIFORCA;SÃO LUIZ;-;4271732000177
;REDE UNIFORCA;RAIMUNDINHO;-;6248245000119
;REDE UNIFORCA;RAIMUNDINHO;-;6248245000208
;REDE UNIFORCA;RAIMUNDINHO;-;6248245000380
;REDE UNIFORCA;RAIMUNDINHO;-;6248245000461
;REDE UNIFORCA;RAIMUNDINHO;-;6248245000542
774;REDE UNIFORCA;PARA TY;-;17257815000153
630;REDE UNIFORCA;PARA TY;-;17257815000234
2951;REDE UNIFORCA;PARA TY;-;17257815000315
4566;REDE UNIFORCA;PARA TY;-;17257815000404
4514;REDE UNIFORCA;PARA TY;-;17257815000587
9295;REDE UNIFORCA;PARA TY;-;17257815000749
9352;REDE UNIFORCA;PARA TY;-;17257815000820
9610;REDE UNIFORCA;PARA TY;-;17257815000900
11832;REDE UNIFORCA;PARA TY;-;17257815001125
;REDE UNIFORCA;PARA TY;-;17257815001206
762;REDE UNIFORCA;R CENTER SUPERMERCADO;-;4103217000188
5192;REDE UNIFORCA;R CENTER SUPERMERCADO;-;4103217000340
898;REDE UNIFORCA;SANTA EDWIGES SUPERMERCADO;-;1407992000139
3584;REDE UNIFORCA;SANTA EDWIGES SUPERMERCADO;-;1407992000643
4294;REDE UNIFORCA;SUPER CORDEIRO;-;63379986000172
;REDE UNIFORCA;SUPER CORDEIRO;-;27518561000214
;REDE UNIFORCA;SUPER CORDEIRO;-;27518561000133
;REDE UNIFORCA;SUPER CORDEIRO;-;27518561000303
;REDE UNIFORCA;SUPER CORDEIRO;-;27518561000486
;REDE UNIFORCA;SUPER CORDEIRO;-;27518561000567
;REDE UNIFORCA;SUPER CORDEIRO;-;27518561000648
;REDE UNIFORCA;CASA DO FRANGO;-;72398332000187
;REDE UNIFORCA;CASA DO FRANGO;-;72398332000349
9331;REDE UNIFORCA;MAX VICTOR;-;47222521000157
;REDE UNIFORCA;MAX VICTOR;-;47222521000319
;REDE UNIFORCA;SUPER MANIA;-;6136314000100
;REDE UNIFORCA;SÃO JORGE;-;7537616000145
;REDE UNIFORCA;SÃO JORGE;-;7537616000226
677;REDE UNIFORCA;SUPER UCHOA;-;5215660000103
811;REDE UNIFORCA;SUPER UCHOA;-;5215660000375
11354;REDE UNIFORCA;SUPER UCHOA;-;5215660000456
1230;REDE UNIFORCA;VITORIA REAL;-;12271092000123
251;REDE UNIFORCA;PINHEIRO E CARNEIRO;-;182574000128
763;REDE UNIFORCA;VARIEDADES SUPERMERCADO;-;41561069000171
10974;REDE UNIFORCA;VARIEDADES SUPERMERCADO;-;41561069000252
1988;REDE UNIFORCA;VARIEDADES SUPERMERCADO;-;41561069000333
11605;REDE UNIFORCA;NOVA OPCAO;-;851692000181
;REDE UNIFORCA;R CENTER SUPERMERCADO;-;4103217000692
9423;REDE UNIFORCA;DATERRA (IPU);-;30721896000320
;REDE UNIFORCA;SUPER GG;-;14966914000116
11670;REDE UNIFORCA;REDE UNIFORCA;-;23858125000152
12013;REDE UNIFORCA;REDE UNIFORCA;-;18231089000243
12109;REDE UNIFORCA;DATERRA (IPU);-;16785684000700
2895;REDE UNIFORCA;FEIRAO DO LAR SUPERMERCADO;-;23544299000302
1962;REDE UNIFORCA;ISMAEL;-;8926631000148
1970;REDE UNIFORCA;ISMAEL;-;8926631000229
4960;REDE UNIFORCA;DATERRA (ITAPIPOCA);-;30721896000240
1978;REDE UNIFORCA;ISMAEL;-;30667258000107
1985;REDE UNIFORCA;ISMAEL;-;8926631000490
3748;REDE UNIFORCA;ISMAEL;-;8926631000571
9624;REDE UNIFORCA;ISMAEL;-;8926631000652
10973;REDE UNIFORCA;ISMAEL;-;50040851000136
11187;REDE UNIFORCA;PARA TY;-;17257815001397
3606;REDE UNIFORCA;-;-;18231089000162
3059;SUPER DO POVO;-;-;10389021000951
218;SUPER LAGOA;LAG;-;4601165000927
9342;SUPER LAGOA;LAG;-;4601165002032
11825;SUPER LAGOA;LAG;-;4601165002113
162;SUPER LAGOA;-;-;4601165000501
179;SUPER LAGOA;-;-;4601165001141
186;SUPER LAGOA;-;-;4601165000170
195;SUPER LAGOA;-;-;4601165000412
203;SUPER LAGOA;-;-;4601165000846
219;SUPER LAGOA;-;-;4601165000684
228;SUPER LAGOA;-;-;4601165000250
233;SUPER LAGOA;-;-;4601165001060
557;SUPER LAGOA;-;-;4601165001818
879;SUPER LAGOA;-;-;4601165001575
902;SUPER LAGOA;-;-;4601165001656
2819;SUPER LAGOA;-;-;4601165001737
4394;SUPER LAGOA;-;-;4601165001907
11565;;SUPERMERCADO QUEIROZ;-;2834171000303
11566;;SUPERMERCADO QUEIROZ;-;2834171000222
4270;;ATACADAO DO VALE;-;32768826000191
9384;;ATACADAO DO VALE;-;32768826000272
11042;;ATACADAO DO VALE;-;32768826000353
1295;;ATACAREJO SAO FRANCISCO;-;32586167000334
3737;;ATACAREJO SAO FRANCISCO;-;32586167000253
9422;;ATACAREJO SAO FRANCISCO;-;32586167000172
9448;;ATACAREJO SAO FRANCISCO;-;32586167000415
1692;;BENCAO DE DEUS;-;5626050370
2134;;BOM JESUS;-;12289475000471
11334;;CANTINHO DAS FRUTAS;-;1612726000300
;;CENTER CARNES;-;8643287000180
;;CENTER CARNES;-;2011404000106
;;CHICO DO CARANGUEJO;-;45350463000111
527;;CHICO DO CARANGUEJO;-;35242312000196
3327;;CHOCOBALAS;-;7439697000302
4013;;CHOCOBALAS;-;7439697000493
4257;;COMERCIO MUNDIAL;-;1500219339
4276;;COMERCIO MUNDIAL;-;29324021000144
4309;;COMERCIO MUNDIAL;-;34465945000109
9669;;COMERCIO MUNDIAL;-;49318122000110
9444;;COSMO SUPERMERCADO;-;7420110000151
9445;;COSMO SUPERMERCADO;-;5271915000155
9446;;COSMO SUPERMERCADO;-;4971531000182
9595;;CRIS ATACADISTA;-;45301129000178
761;;ECONOMICO;-;12338109000201
2238;;ECONOMICO;-;12338109000112
2261;;ECONOMICO;-;9540256000166
3073;;FORTALI;-;9317318000256
2489;;GUARA;-;4675604000512
2520;;GUARA;-;4675604000431
2543;;GUARA;-;4675604000270
2551;;GUARA;-;4675604000350
2918;;GUARA;-;4675604000199
3836;;GUARA;-;4675604000784
4054;;GUARA;-;4675604000601
4936;;GUARA;-;4675604000865
9335;;GUARA;-;4675604001080
9336;;GUARA;-;4675604000946
9337;;GUARA;-;4675604001160
10940;;GUARA;-;4675604001241
803;;LAREDO;-;15099833000471
1963;;LAREDO;-;15099833000633
3785;;LAREDO;-;15099833000390
3968;;LAREDO;-;15099833000552
4028;;LAREDO;-;15099833000714
11268;;LAREDO;-;15099833000986
897;;LUANDA MERCADINHO;-;8574018000613
1409;;LUANDA MERCADINHO;-;8574018000109
1434;;LUANDA MERCADINHO;-;8574018000532
9409;;LUANDA MERCADINHO;-;43479952000142
11139;;LUANDA MERCADINHO;-;43479952000223
9349;;MERCADINHO DEMIR;-;7190158000110
1394;;MK SUPERMERCADO;-;4010543000140
4206;;MK SUPERMERCADO;-;11143701000104
9478;;NOSSO ATACAREJO;-;29142202000583
11500;;NOSSO ATACAREJO;-;29142202000400
2126;;NOVO SIQUEIRA;-;21663458000109
11513;;NOVO SIQUEIRA;-;21663458000281
3776;;OFERTASSO;-;33372904000369
4057;;OFERTASSO;-;33372904000105
4786;;OFERTASSO;-;33372904000288
3217;;ORDONES;-;15174997000173
;;ORDONES;-;40009830000102
3209;;ORDONES;-;6916178000163
;;ORDONES;-;48725563000173
4853;;ORDONES;-;26650768000102
4415;;ORDONES;-;5451299000114
10752;;POPULAR ATACADISTA;-;10757187000126
1667;;PORTO SEGURO;-;17030442000183
3989;;PORTO SEGURO;-;23741895000110
1998;;PROGRESSO;-;6881313000182
3641;;PROGRESSO;-;8966654000186
3552;;RAIMAR;-;32550145000152
4537;;RAIMAR;-;23151812000214
5082;;RAIMAR;-;23151812000133
9461;;RAIMAR;-;23151812000486
11641;;RAIMAR;-;23151812000990
11688;;RAIMAR;-;23151812000800
11086;;SAMUKA ATACADISTA;-;22133634000236
11087;;SAMUKA ATACADISTA;-;22133634000155
247;;SAO GERALDO;-;2681731000760
4133;;SAO GERALDO;-;2681731000175
4148;;SAO GERALDO;-;2681731000507
4157;;SAO GERALDO;-;2681731000256
4173;;SAO GERALDO;-;2681731000841
9481;;SAO GERALDO;-;2681731001147
11044;;SAO GERALDO;-;2681731001309
11155;;SUPER COMPLEXO SAO JOSE;-;8701648000288
11107;;SUPER DAMASCENO;-;7182629000149
3771;;SUPER MOBYDICK;-;7438507000170
9472;;SUPER REDENCAO;-;11186727000121
3173;;SUPER SAVANA;-;34956425000190
3317;;SUPER TIO AUGUSTO;-;8364743000152
3324;;SUPER TIO AUGUSTO;-;11478960000188
3625;;SUPER TIO AUGUSTO;-;32663367000181
4842;;SUPER TIO AUGUSTO;-;8364743000314
181;;SUPER CAUCAIA;-;9182217000134
239;;SUPER CAUCAIA;-;9182217000215
4128;;SUPERMERCADO FERNANDO;-;20468515000390
4826;;SUPERMERCADO FERNANDO;-;20468515000128
887;;SUPERMERCADO GLAUBER;-;41560004000101
4418;;SUPERMERCADO MARTMAG;-;23558968000133
4481;;SUPERMERCADO MARTMAG;-;63316905000195
4987;;SUPERMERCADO MARTMAG;-;34712093000107
355;;SUPERMERCADO PAULO BELO;-;41295619000158
2700;;SUPERMERCADO PAULO BELO;-;41295619000239
4790;;SUPERMERCADO PAULO BELO;-;40942389000109
1044;;SUPERMERCADO PINHEIRO;-;5900967000143
1003;;SUPERMERCADO PIONEIRO;-;7835941000194
1641;;SUPERMERCADO RIOS;-;3205735000140
4745;;SUPERMERCADO XIMENES;-;7386670000218
4923;;SUPERMERCADO XIMENES;-;7386670000137
9402;;SUPERMERCADO XIMENES;-;7386670000307
4354;;UNIAO;-;31118194000158
10960;;UNIAO;-;60803831366
;;UNIVERSO;-;18516689000177
11821;;UNIVERSO;-;15088091000136
1537;;ATACADAO DO VALE;-;92104000173
11871;;ECONOMICO;-;12338109000384
11704;;DOIS IRMAOS;-;20808005000900
11934;;DOIS IRMAOS;-;20808005001205
11935;;DOIS IRMAOS;-;20808005000152
11936;;DOIS IRMAOS;-;20808005001124
11938;;DOIS IRMAOS;-;20808005000829
11939;;DOIS IRMAOS;-;20808005001043
11940;;DOIS IRMAOS;-;20808005000233
11941;;DOIS IRMAOS;-;20808005000314
11942;;DOIS IRMAOS;-;20808005000586
11943;;DOIS IRMAOS;-;20808005000667
3803;;CHOCOBALAS;-;7439697000140
4680;;AKI FRUTAS;-;30746188000182
11948;;COMERCIAL NI;-;12704689000386
9418;;SERVE BEM;-;8220042000220
11909;;SERVE BEM;-;8220042000140
4695;;SUPERMERCADO ABOLICAO;-;11433909000150
4891;;BRASILEIRO;-;29760432000263
9327;;BRASILEIRO;-;29760432000344
12237;;NOVO SIQUEIRA;-;58227771000104
10954;;BRASILEIRO;-;29760432000425
12162;;CHOCOBALAS;-;23878736000243
12371;;SUPER TIO AUGUSTO;-;8364743000403
12372;;SUPER TIO AUGUSTO;-;8364743000586
